subject	condition	order	p1	o1	p2	o2	p3	o3	p4	o4	gamble_no	decision	time	male	age	repetition
4	2	53	0.9	142	0.1	1000	0.01	20	0.99	230	16	1	6408	1	24	1
4	2	41	0.4	400	0.6	320	0.4	770	0.6	20	114	2	18084	1	24	1
4	2	36	0.1	450	0.9	140	0.14	250	0.86	270	47	2	8904	1	24	1
4	2	2	0.97	-510	0.03	300	0.68	-890	0.32	460	97	2	9600	1	24	1
4	2	26	0.33	850	0.67	600	0.24	980	0.76	260	48	1	4992	1	24	1
4	2	66	0.03	-750	0.97	-270	0.69	-410	0.31	-480	65	1	5705	1	24	1
4	2	24	0.99	-240	0.01	-130	0.44	-150	0.56	-620	75	1	10676	1	24	1
4	2	4	0.45	-550	0.55	720	0.59	370	0.41	-340	107	1	11272	1	24	1
4	2	14	0.98	250	0.02	350	0.85	120	0.15	1000	18	2	10722	1	24	1
4	2	31	0.4	510	0.6	800	0.3	0	0.7	980	131	1	7591	1	24	1
4	2	20	0.99	240	0.01	530	0.71	170	0.29	770	27	2	11902	1	24	1
4	2	91	0.74	650	0.26	60	0.64	930	0.36	350	37	2	8873	1	24	1
4	2	116	0.07	-70	0.93	250	0.87	480	0.13	-100	88	2	5487	1	24	1
4	2	9	0.98	290	0.02	320	0.85	130	0.15	1200	17	1	10581	1	24	1
4	2	132	0.4	0	0.6	711	0.6	44	0.4	1000	5	2	7081	1	24	1
4	2	107	0.82	-400	0.18	-900	0.17	-460	0.83	-640	52	2	14134	1	24	1
4	2	16	0.44	140	0.56	720	0.21	90	0.79	310	46	1	9648	1	24	1
4	2	92	0.86	-260	0.14	820	0.6	-390	0.4	310	86	2	12594	1	24	1
4	2	129	0.12	520	0.88	730	0.98	920	0.02	190	31	2	7052	1	24	1
4	2	71	0.3	980	0.7	-700	0.48	510	0.52	-990	106	2	6584	1	24	1
4	2	42	0.5	-100	0.5	50	0.5	0	0.5	0	121	2	6333	1	24	1
4	2	126	0.5	0	0.5	400	0.65	39	0.35	500	8	2	9706	1	24	1
4	2	5	0.86	-290	0.14	-300	0.26	-170	0.74	-430	79	1	19398	1	24	1
4	2	106	0.68	410	0.32	650	0.85	1000	0.15	20	40	2	3883	1	24	1
4	1	138	0.74	770	0.26	-230	0.67	750	0.33	-70	126	1	7701	1	24	2
4	1	33	0.06	-820	0.94	540	0.91	380	0.09	-730	104	1	5713	1	24	2
4	1	6	0.98	760	0.02	370	0.82	490	0.18	500	42	1	5235	1	24	2
4	1	94	0.99	-960	0.01	-20	0.47	-900	0.53	-660	86	2	7401	1	24	2
4	1	25	0.88	-900	0.12	880	0.8	-860	0.2	140	122	1	5587	1	24	2
4	1	123	0.5	-100	0.5	220	0.5	0	0.5	0	35	1	1558	1	24	2
4	1	111	0.38	400	0.62	550	0.14	260	0.86	960	49	2	4226	1	24	2
4	1	15	0.5	0	0.5	400	0.65	39	0.35	500	136	2	6377	1	24	2
4	1	115	0.92	630	0.08	50	0.63	430	0.37	530	60	1	4097	1	24	2
4	1	39	0.79	-670	0.21	-370	0.46	0	0.54	-970	90	2	32014	1	24	2
4	1	114	0.28	70	0.72	740	0.71	550	0.29	630	68	2	18633	1	24	2
4	1	41	0.51	440	0.49	380	0.38	200	0.62	860	65	2	5005	1	24	2
4	1	116	0.6	250	0.4	300	0.5	200	0.5	340	137	2	10608	1	24	2
4	1	13	0.84	-570	0.16	-900	0.25	-630	0.75	-300	85	2	14583	1	24	2
4	1	56	0.56	-60	0.44	-590	0.64	-270	0.36	-830	77	1	5636	1	24	2
4	1	73	0.5	-100	0.5	200	0.5	0	0.5	0	34	1	2107	1	24	2
4	1	63	0.66	-580	0.34	-680	0.68	-670	0.32	-490	96	2	18431	1	24	2
4	1	55	0.29	-250	0.71	-860	0.76	-380	0.24	-990	79	1	10710	1	24	2
4	1	20	0.2	400	0.8	320	0.2	770	0.8	20	22	1	5412	1	24	2
4	1	58	0.28	-590	0.72	960	0.04	-40	0.96	630	111	2	4287	1	24	2
4	1	133	0.7	300	0.3	400	0.6	200	0.4	525	9	1	8464	1	24	2
4	1	18	0.45	-370	0.55	-340	0.41	-110	0.59	-540	80	2	11994	1	24	2
4	1	100	0.37	-80	0.63	520	0.87	230	0.13	-390	105	1	3699	1	24	2
4	1	98	0.31	390	0.69	510	0.84	160	0.16	910	64	1	17271	1	24	2
4	1	121	0.25	-940	0.75	-370	0.83	-490	0.17	-110	72	2	11845	1	24	2
4	1	93	0.33	0	0.67	630	0.6	40	0.4	1000	8	2	6478	1	24	2
4	1	43	0.32	-830	0.68	-190	0.15	-150	0.85	-520	97	1	25822	1	24	2
4	1	26	0.55	840	0.45	820	0.4	800	0.6	850	138	2	9627	1	24	2
4	1	50	0.39	-700	0.61	190	0.3	80	0.7	-370	116	1	8252	1	24	2
4	1	19	0.9	400	0.1	320	0.9	770	0.1	20	29	2	3348	1	24	2
4	1	62	0.9	160	0.1	1000	0.02	0	0.98	250	14	1	8551	1	24	2
4	1	46	0.9	590	0.1	1000	0.02	0	0.98	650	16	2	5340	1	24	2
4	1	119	0.29	-670	0.71	-280	0.05	-460	0.95	-440	75	1	10106	1	24	2
4	1	52	0.76	370	0.24	50	0.18	120	0.82	280	54	1	8507	1	24	2
4	1	47	0.99	470	0.01	800	0.8	350	0.2	1000	18	2	6216	1	24	2
4	1	83	0.56	630	0.44	210	1	360	0	0	56	1	7456	1	24	2
4	1	88	0.19	430	0.81	50	0.14	910	0.86	60	43	1	17520	1	24	2
4	1	80	0.5	550	0.5	950	0.25	0	0.75	1000	131	2	14553	1	24	2
4	1	117	0.55	890	0.45	-520	0.76	860	0.24	-750	119	2	8770	1	24	2
4	1	48	0.4	0	0.6	711	0.6	44	0.4	1000	133	2	10905	1	24	2
4	1	130	0.95	-330	0.05	190	0.26	140	0.74	-750	115	1	7694	1	24	2
4	1	68	0.07	510	0.93	350	0.6	90	0.4	890	40	2	11913	1	24	2
4	1	60	0.99	215	0.01	350	0.8	20	0.2	1000	20	2	7018	1	24	2
4	1	70	0.24	-880	0.76	790	0.01	-1000	0.99	320	103	1	10902	1	24	2
4	1	9	0.43	-470	0.57	630	0.02	-690	0.98	140	100	1	8982	1	24	2
4	1	27	0.33	690	0.67	560	0.4	890	0.6	370	44	2	14074	1	24	2
4	1	61	0.21	-600	0.79	-160	0.45	-60	0.55	-510	91	1	11245	1	24	2
4	1	30	0.56	-580	0.44	-800	0.86	-580	0.14	-970	87	2	19574	1	24	2
4	1	84	0.59	-1000	0.41	810	0.47	-730	0.53	150	124	2	6857	1	24	2
4	1	71	0.43	-550	0.57	-530	0.08	-770	0.92	-510	94	1	10057	1	24	2
4	1	34	0.5	-100	0.5	150	0.5	0	0.5	0	33	1	2462	1	24	2
4	1	35	0.65	200	0.35	700	0.5	0	0.5	750	132	1	3443	1	24	2
4	1	3	0.31	-440	0.69	260	0.38	840	0.62	-410	110	1	7071	1	24	2
4	1	66	0.58	-440	0.42	430	0.83	10	0.17	-700	121	1	6227	1	24	2
4	1	126	0.63	410	0.37	180	0.98	560	0.02	80	41	2	3931	1	24	2
4	1	109	0.61	680	0.39	390	0.6	770	0.4	480	57	2	14529	1	24	2
4	1	102	0.62	10	0.38	830	0.41	370	0.59	240	51	1	7679	1	24	2
4	1	131	0.59	-410	0.41	-570	0.42	-510	0.58	-300	88	1	4679	1	24	2
4	1	78	0.5	-100	0.5	400	0.5	0	0.5	0	38	1	1862	1	24	2
4	1	49	0.81	-420	0.19	160	0.47	270	0.53	-600	106	2	9743	1	24	2
4	1	4	0.82	260	0.18	340	0.49	180	0.51	310	39	2	8778	1	24	2
4	1	28	0.99	160	0.01	170	0.85	30	0.15	880	19	1	7581	1	24	2
4	1	110	0.45	100	0.55	400	0.4	0	0.6	440	130	1	7059	1	24	2
4	1	129	0.73	-380	0.27	400	0.54	-300	0.46	70	102	1	17192	1	24	2
4	1	14	0.25	600	0.75	1000	0.5	800	0.5	1000	10	1	7032	1	24	2
4	1	105	0.3	-890	0.7	-720	0.96	-960	0.04	-370	70	1	17673	1	24	2
4	1	69	0.04	390	0.96	280	0.39	530	0.61	200	63	2	6291	1	24	2
4	1	45	0.76	-30	0.24	-920	0.62	-140	0.38	-830	69	1	7933	1	24	2
4	1	86	0.5	100	0.5	345	0.6	50	0.4	480	12	1	11687	1	24	2
4	1	101	0.3	0	0.7	450	0.6	40	0.4	730	7	1	10648	1	24	2
4	1	99	0.3	0	0.7	450	0.5	30	0.5	600	5	2	7195	1	24	2
4	1	11	1	400	0	320	1	770	0	20	30	2	3112	1	24	2
4	1	7	0.13	-290	0.87	-760	0.55	-1000	0.45	-280	84	1	7968	1	24	2
4	1	72	0.43	-970	0.57	590	0.85	-280	0.15	830	112	2	10206	1	24	2
4	1	87	0	0	1	460	0.36	520	0.64	360	58	1	4397	1	24	2
4	1	36	0.5	-100	0.5	100	0.5	0	0.5	0	32	1	2379	1	24	2
4	1	77	0.85	150	0.15	1000	0.02	0	0.98	285	13	1	4564	1	24	2
4	1	76	0.48	-590	0.52	-20	0.14	-770	0.86	-90	83	2	12729	1	24	2
4	1	90	0.87	-780	0.13	450	0.88	-690	0.12	830	117	2	18347	1	24	2
4	1	107	0.93	750	0.07	-900	0.87	960	0.13	-890	127	2	6736	1	24	2
4	1	8	0.5	535	0.5	650	0.65	400	0.35	950	11	2	5437	1	24	2
4	1	1	0.51	-260	0.49	-760	0.77	-480	0.23	-340	73	1	10266	1	24	2
4	1	31	0.01	530	0.99	990	0.83	870	0.17	610	48	1	5039	1	24	2
4	1	118	0.07	-550	0.93	950	0.48	-130	0.52	990	118	1	2761	1	24	2
4	1	82	0.4	400	0.6	320	0.4	770	0.6	20	24	2	9052	1	24	2
4	1	97	0.31	1000	0.69	480	0.58	1000	0.42	10	50	2	5954	1	24	2
4	1	92	0.34	240	0.66	590	0.42	470	0.58	640	52	2	4151	1	24	2
4	1	42	0.98	410	0.02	500	0.85	310	0.15	1000	17	1	10442	1	24	2
4	1	40	0.96	-610	0.04	-560	0.34	-70	0.66	-630	71	2	5816	1	24	2
4	1	81	0.2	0	0.8	895	0.3	50	0.7	1000	6	2	5617	1	24	2
4	1	108	0.85	100	0.15	900	0.02	10	0.98	225	15	2	5987	1	24	2
4	1	23	0.89	-310	0.11	270	0.36	260	0.64	-480	123	2	7505	1	24	2
4	1	32	0.39	760	0.61	-70	0.06	-650	0.94	370	113	1	6818	1	24	2
4	1	135	0.68	300	0.32	670	0.59	70	0.41	590	66	1	21702	1	24	2
4	1	112	0.25	840	0.75	430	0.43	70	0.57	970	61	1	3842	1	24	2
4	1	67	0.25	0	0.75	705	0.5	60	0.5	1000	135	2	9428	1	24	2
4	1	29	0.97	310	0.03	-200	0.36	-540	0.64	990	114	1	7169	1	24	2
4	1	53	0.04	-980	0.96	-250	0.4	-780	0.6	-220	89	1	10895	1	24	2
4	1	44	0.61	960	0.39	-670	0.5	710	0.5	-260	125	2	9144	1	24	2
4	1	106	0.7	400	0.3	320	0.7	770	0.3	20	27	2	5560	1	24	2
4	1	54	0.24	470	0.76	270	0.88	450	0.12	290	45	2	7778	1	24	2
4	1	122	0.92	-730	0.08	960	0.11	160	0.89	-480	107	2	9707	1	24	2
4	1	79	0.6	225	0.4	330	0.33	0	0.67	400	4	1	7620	1	24	2
4	1	59	0.88	720	0.12	290	0.39	670	0.61	630	46	1	6188	1	24	2
4	1	2	0.27	250	0.73	-610	0.34	-820	0.66	30	120	2	11934	1	24	2
4	1	17	0.74	620	0.26	0	0.44	230	0.56	310	53	1	7399	1	24	2
4	1	136	0.77	-770	0.23	-620	0.71	-940	0.29	-510	76	1	6215	1	24	2
4	1	134	0.08	820	0.92	720	0.27	470	0.73	770	55	1	7246	1	24	2
4	1	16	0.5	400	0.5	320	0.5	770	0.5	20	25	2	5908	1	24	2
4	1	51	0.73	-490	0.27	-750	0.17	-20	0.83	-1000	74	1	6453	1	24	2
4	1	125	0.4	500	0.6	333	0.6	0	0.4	1000	129	1	7821	1	24	2
4	1	21	0.3	400	0.7	320	0.3	770	0.7	20	23	1	6891	1	24	2
4	1	124	0.3	375	0.7	975	0.2	0	0.8	1000	2	1	6128	1	24	2
4	1	128	0.04	-150	0.96	-600	0.88	-340	0.12	-770	92	2	13212	1	24	2
4	1	37	0.49	-660	0.51	-920	0.78	-970	0.22	-340	98	1	11762	1	24	2
4	1	22	0.9	760	0.1	690	0.66	190	0.34	790	47	1	6395	1	24	2
4	1	103	0.73	750	0.27	340	0.9	560	0.1	820	59	1	12282	1	24	2
4	1	10	0.6	400	0.4	320	0.6	770	0.4	20	26	2	9653	1	24	2
4	1	12	0.5	-100	0.5	50	0.5	0	0.5	0	31	1	6413	1	24	2
4	1	104	0.52	680	0.48	900	0.19	10	0.81	870	67	1	6652	1	24	2
4	1	65	0.5	300	0.5	400	0.3	0	0.7	500	1	1	5405	1	24	2
4	1	113	0.53	-930	0.47	-260	0.8	-520	0.2	-930	95	1	10759	1	24	2
4	1	132	0.73	850	0.27	-220	0.25	-1000	0.75	760	128	1	7545	1	24	2
4	1	85	0.5	-100	0.5	240	0.5	0	0.5	0	36	1	2479	1	24	2
4	1	74	0.18	-190	0.82	730	0.94	580	0.06	-540	99	1	9855	1	24	2
4	1	96	0.4	0	0.6	500	0.55	40	0.45	620	134	2	10605	1	24	2
4	1	95	0.61	-730	0.39	-580	0.44	-830	0.56	-80	78	2	15640	1	24	2
4	1	64	0.09	830	0.91	670	0.48	770	0.52	60	62	1	5902	1	24	2
4	1	91	0.14	-920	0.86	760	0.94	990	0.06	-960	109	2	5627	1	24	2
4	1	38	0.5	-100	0.5	300	0.5	0	0.5	0	37	1	2547	1	24	2
4	1	120	0.24	-250	0.76	360	0.48	-280	0.52	670	108	2	12214	1	24	2
4	1	75	0.4	510	0.6	800	0.3	0	0.7	980	3	1	6199	1	24	2
4	1	57	0.8	400	0.2	320	0.8	770	0.2	20	28	2	6772	1	24	2
4	1	5	0.93	-280	0.07	790	0.63	-810	0.37	890	101	2	3980	1	24	2
4	1	127	0.66	-80	0.34	-950	0.93	-420	0.07	-300	81	1	15414	1	24	2
4	1	137	0.73	-730	0.27	-540	0.17	-420	0.83	-700	82	2	13293	1	24	2
4	1	89	0.1	400	0.9	320	0.1	770	0.9	20	21	1	6431	1	24	2
4	1	24	0.39	-350	0.61	-720	0.76	-570	0.24	-280	93	2	8325	1	24	2
5	2	46	0.86	-390	0.14	830	0.8	80	0.2	-880	100	2	2332	0	23	1
5	2	132	0.2	0	0.8	895	0.3	50	0.7	1000	134	2	4400	0	23	1
5	2	52	0.96	170	0.04	-480	0.49	-600	0.51	840	94	1	4799	0	23	1
5	2	1	0.14	930	0.86	-910	0.32	0	0.68	-760	92	2	6359	0	23	1
5	2	99	0.5	-100	0.5	240	0.5	0	0.5	0	126	2	4214	0	23	1
5	2	24	0.63	-960	0.37	-380	0.17	-120	0.83	-690	71	2	3870	0	23	1
5	2	136	0.17	700	0.83	650	0.35	1000	0.65	500	24	1	3008	0	23	1
5	2	18	0.98	250	0.02	350	0.85	120	0.15	1000	18	2	3770	0	23	1
5	2	6	0.99	240	0.01	530	0.71	170	0.29	770	27	1	3956	0	23	1
5	2	34	0.13	-190	0.87	-560	0.7	-320	0.3	-370	63	2	2795	0	23	1
5	2	57	0.5	0	0.5	400	0.65	39	0.35	500	8	1	7876	0	23	1
5	2	102	0.79	-700	0.21	980	0.65	-850	0.35	930	91	1	3541	0	23	1
5	2	63	0.33	-230	0.67	-960	0.29	-400	0.71	-820	64	2	3957	0	23	1
5	2	74	0.76	-330	0.24	-530	0.52	-180	0.48	-600	76	1	3709	0	23	1
5	2	11	0.48	130	0.52	700	0.18	720	0.82	600	23	2	2776	0	23	1
5	2	92	0.75	-1000	0.25	-840	0.95	-850	0.05	-290	77	2	3448	0	23	1
5	2	101	0.4	0	0.6	500	0.55	40	0.45	620	6	1	3765	0	23	1
5	2	70	0.87	770	0.13	720	0.26	670	0.74	1000	42	2	2438	0	23	1
5	2	47	0.9	142	0.1	1000	0.01	20	0.99	230	16	2	3004	0	23	1
5	2	44	0.25	0	0.75	705	0.5	60	0.5	1000	7	2	5822	0	23	1
5	2	22	0.44	710	0.56	-950	0.63	-310	0.37	40	96	2	3976	0	23	1
5	2	100	0.3	0	0.7	450	0.5	30	0.5	600	133	1	4261	0	23	1
5	2	96	0.5	-100	0.5	220	0.5	0	0.5	0	125	2	2515	0	23	1
5	2	13	0.4	500	0.6	333	0.6	0	0.4	1000	1	1	4652	0	23	1
5	2	21	0.12	520	0.88	730	0.98	920	0.02	190	31	2	3503	0	23	1
5	2	125	0.8	400	0.2	320	0.8	770	0.2	20	118	2	5699	0	23	1
5	2	137	0.7	550	0.3	-760	0.08	-560	0.92	260	102	1	3363	0	23	1
5	2	122	0.5	750	0.5	900	0.35	500	0.65	1000	11	2	5750	0	23	1
5	2	33	0.6	400	0.4	320	0.6	770	0.4	20	116	2	4209	0	23	1
5	2	4	0.16	-150	0.84	-670	0.72	-560	0.28	-830	55	2	7322	0	23	1
5	2	67	0.05	600	0.95	760	0.84	950	0.16	170	33	1	4803	0	23	1
5	2	87	0.3	980	0.7	-700	0.48	510	0.52	-990	106	1	3885	0	23	1
5	2	65	0.9	150	0.1	1000	0.01	0	0.99	240	13	2	3232	0	23	1
5	2	85	0.08	540	0.92	310	0.15	440	0.85	290	45	1	9398	0	23	1
5	2	83	0.37	-910	0.63	-330	0.49	-410	0.51	-610	60	1	3916	0	23	1
5	2	3	0.97	-580	0.03	-650	0.18	-520	0.82	-740	68	1	6183	0	23	1
5	2	111	0.1	450	0.9	140	0.14	250	0.86	270	47	2	5333	0	23	1
5	2	128	0.65	200	0.35	700	0.5	0	0.5	750	4	1	2422	0	23	1
5	2	135	0.33	850	0.67	600	0.24	980	0.76	260	48	1	2681	0	23	1
5	2	88	0.58	-500	0.42	-540	0.14	-730	0.86	-400	66	2	5548	0	23	1
5	2	138	0.86	-260	0.14	820	0.6	-390	0.4	310	86	1	3356	0	23	1
5	2	40	0.05	560	0.95	-560	0.47	290	0.53	-800	87	1	2826	0	23	1
5	2	20	0.97	-510	0.03	300	0.68	-890	0.32	460	97	1	3839	0	23	1
5	2	49	0.6	225	0.4	330	0.33	0	0.67	400	132	2	4233	0	23	1
5	2	30	0.69	570	0.31	400	0.07	390	0.93	740	30	2	3101	0	23	1
5	2	133	0.99	-240	0.01	-130	0.44	-150	0.56	-620	75	1	4247	0	23	1
5	2	9	0.74	650	0.26	60	0.64	930	0.36	350	37	2	3700	0	23	1
5	2	95	0.85	145	0.15	1000	0.02	5	0.98	280	15	2	2598	0	23	1
5	2	124	0.5	-100	0.5	300	0.5	0	0.5	0	127	2	1125	0	23	1
5	2	19	0.59	310	0.41	630	0.89	920	0.11	200	22	2	4640	0	23	1
5	2	54	0.6	-460	0.4	-210	0.42	-990	0.58	-370	57	2	3197	0	23	1
5	2	14	0.98	183	0.02	210	0.85	40	0.15	1000	19	1	5046	0	23	1
5	2	107	0.7	400	0.3	320	0.7	770	0.3	20	117	2	6352	0	23	1
5	2	97	0.45	100	0.55	400	0.4	0	0.6	440	2	2	3386	0	23	1
5	2	113	0.93	860	0.07	270	0.8	870	0.2	180	39	1	4772	0	23	1
5	2	77	0.5	-210	0.5	-770	0.39	-770	0.61	-750	72	1	4368	0	23	1
5	2	38	0.5	-100	0.5	50	0.5	0	0.5	0	121	2	2412	0	23	1
5	2	71	0.5	980	0.5	-240	0.14	-760	0.86	460	98	2	4501	0	23	1
5	2	55	0.33	-230	0.67	-290	0.43	-670	0.57	-280	51	1	4312	0	23	1
5	2	58	0.19	300	0.81	970	0.14	850	0.86	820	35	1	7739	0	23	1
5	2	80	0.99	310	0.01	680	0.04	320	0.96	470	36	2	3522	0	23	1
5	2	39	0.59	-850	0.41	-70	0.52	-90	0.48	-730	69	2	4779	0	23	1
5	2	109	0.05	560	0.95	720	0.95	680	0.05	950	43	1	3793	0	23	1
5	2	68	0.56	-90	0.44	-560	0.64	-150	0.36	-800	80	2	4687	0	23	1
5	2	27	0.73	-310	0.27	90	0.07	390	0.93	-270	89	2	3189	0	23	1
5	2	121	0.5	-100	0.5	200	0.5	0	0.5	0	124	2	1271	0	23	1
5	2	75	0.86	-290	0.14	-300	0.26	-170	0.74	-430	79	1	2432	0	23	1
5	2	64	0.13	-510	0.87	-560	0.93	-470	0.07	-700	53	2	4673	0	23	1
5	2	43	0.49	150	0.51	500	0.94	640	0.06	140	49	2	2038	0	23	1
5	2	2	0.91	-330	0.09	280	0.27	90	0.73	-670	105	1	5517	0	23	1
5	2	41	0.5	550	0.5	950	0.25	0	0.75	1000	3	2	5399	0	23	1
5	2	16	0.07	-70	0.93	250	0.87	480	0.13	-100	88	2	4954	0	23	1
5	2	66	0.65	-720	0.35	-80	0.25	-900	0.75	-390	70	2	3218	0	23	1
5	2	104	0.91	800	0.09	190	0.64	370	0.36	650	41	1	2183	0	23	1
5	2	131	0.03	-750	0.97	-270	0.69	-410	0.31	-480	65	1	2952	0	23	1
5	2	118	0.38	-490	0.62	20	0.22	190	0.78	-180	95	1	4551	0	23	1
5	2	112	0.29	880	0.71	780	0.29	530	0.71	910	21	2	6444	0	23	1
5	2	12	0.5	-100	0.5	150	0.5	0	0.5	0	123	2	3162	0	23	1
5	2	114	0.33	0	0.67	630	0.6	40	0.4	1000	136	1	3961	0	23	1
5	2	59	0.43	-910	0.57	630	0.27	-830	0.73	240	84	2	5491	0	23	1
5	2	32	0.99	670	0.01	-30	0.68	740	0.32	-20	108	2	3705	0	23	1
5	2	15	0.75	720	0.25	-380	0.45	600	0.55	-80	90	1	4885	0	23	1
5	2	61	0.82	-400	0.18	-900	0.17	-460	0.83	-640	52	1	2777	0	23	1
5	2	25	0.4	0	0.6	711	0.6	44	0.4	1000	5	1	3785	0	23	1
5	2	127	0.7	300	0.3	400	0.6	200	0.4	525	137	1	2954	0	23	1
5	2	10	0.56	-40	0.44	-800	0.04	-460	0.96	-580	58	1	6017	0	23	1
5	2	48	0.5	-100	0.5	400	0.5	0	0.5	0	128	2	1949	0	23	1
5	2	50	0.68	410	0.32	650	0.85	1000	0.15	20	40	2	1951	0	23	1
5	2	35	0.37	260	0.63	640	0.89	190	0.11	810	25	1	6047	0	23	1
5	2	28	1	400	0	320	1	770	0	20	120	2	1957	0	23	1
5	2	86	0.9	112	0.1	1000	0.01	0	0.99	203	14	1	7802	0	23	1
5	2	26	0.56	850	0.44	-220	0.22	-700	0.78	660	103	2	3762	0	23	1
5	2	53	0.55	840	0.45	820	0.4	800	0.6	850	10	2	2671	0	23	1
5	2	62	0.8	540	0.2	210	0.49	980	0.51	30	34	1	4778	0	23	1
5	2	23	0.5	400	0.5	320	0.5	770	0.5	20	115	1	2837	0	23	1
5	2	36	0.6	250	0.4	300	0.5	200	0.5	340	9	2	5076	0	23	1
5	2	51	1	-480	0	0	0.9	-710	0.1	870	82	1	2375	0	23	1
5	2	5	0.7	300	0.3	400	0.6	200	0.4	525	12	1	5793	0	23	1
5	2	81	0.48	580	0.52	-50	0.4	-400	0.6	960	83	1	5266	0	23	1
5	2	82	0.09	560	0.91	190	0.76	130	0.24	900	28	1	6817	0	23	1
5	2	117	0.91	430	0.09	960	0.66	480	0.34	380	26	1	4724	0	23	1
5	2	17	0.5	-100	0.5	100	0.5	0	0.5	0	122	2	2178	0	23	1
5	2	129	0.25	600	0.75	1000	0.5	800	0.5	1000	138	1	6077	0	23	1
5	2	37	0.2	400	0.8	320	0.2	770	0.8	20	112	1	4175	0	23	1
5	2	106	0.45	-550	0.55	720	0.59	370	0.41	-340	107	1	6728	0	23	1
5	2	119	0.19	-680	0.81	-460	0.61	-90	0.39	-900	67	2	7179	0	23	1
5	2	120	0.74	560	0.26	-760	0.4	-310	0.6	920	93	2	5710	0	23	1
5	2	93	0.27	10	0.73	-850	0.18	260	0.82	-510	110	1	3233	0	23	1
5	2	110	0.16	660	0.84	230	0.79	150	0.21	290	32	1	2713	0	23	1
5	2	134	0.3	400	0.7	320	0.3	770	0.7	20	113	1	2620	0	23	1
5	2	56	0.3	375	0.7	975	0.2	0	0.8	1000	130	2	2661	0	23	1
5	2	76	0.09	-540	0.91	-410	0.79	-650	0.21	-280	61	1	3744	0	23	1
5	2	73	0.4	400	0.6	320	0.4	770	0.6	20	114	1	2558	0	23	1
5	2	8	0.4	510	0.6	800	0.3	0	0.7	980	131	2	3844	0	23	1
5	2	79	0.4	-10	0.6	130	0.59	440	0.41	-500	104	2	5139	0	23	1
5	2	78	0.5	300	0.5	400	0.3	0	0.7	500	129	2	5066	0	23	1
5	2	72	0.49	-10	0.51	-540	0.77	-330	0.23	-300	56	2	3109	0	23	1
5	2	31	0.38	-220	0.62	-150	0.38	-40	0.62	-360	59	1	4661	0	23	1
5	2	116	0.59	-550	0.41	-770	0.47	-300	0.53	-610	78	1	5526	0	23	1
5	2	89	0.85	-550	0.15	270	0.02	730	0.98	-880	81	2	4055	0	23	1
5	2	45	0.98	290	0.02	320	0.85	130	0.15	1200	17	1	3003	0	23	1
5	2	91	0.3	0	0.7	450	0.6	40	0.4	730	135	1	2579	0	23	1
5	2	69	0.9	400	0.1	320	0.9	770	0.1	20	119	2	6343	0	23	1
5	2	130	0	0	1	-550	0.79	-640	0.21	230	99	1	4069	0	23	1
5	2	126	0.63	650	0.37	740	0.47	70	0.53	850	50	1	5744	0	23	1
5	2	105	0.39	100	0.61	-720	0.64	-720	0.36	320	101	1	12239	0	23	1
5	2	84	0.88	790	0.12	820	0.2	570	0.8	940	38	2	3223	0	23	1
5	2	115	0.78	320	0.22	990	0.32	390	0.68	560	44	2	2527	0	23	1
5	2	108	0.1	400	0.9	320	0.1	770	0.9	20	111	1	2345	0	23	1
5	2	42	0.99	270	0.01	310	0.8	80	0.2	1000	20	1	2297	0	23	1
5	2	94	0.44	140	0.56	720	0.21	90	0.79	310	46	1	4468	0	23	1
5	2	29	0.4	-600	0.6	-820	0.47	-310	0.53	-900	73	1	7357	0	23	1
5	2	90	0.44	-590	0.56	0	0.43	-800	0.57	-240	54	1	4484	0	23	1
5	2	98	0.61	370	0.39	500	0.6	60	0.4	450	29	1	2386	0	23	1
5	2	60	0.94	-660	0.06	920	0.03	310	0.97	-490	85	2	3082	0	23	1
5	2	103	0.13	-130	0.87	270	0.34	-180	0.66	700	109	2	4846	0	23	1
5	2	123	0.48	-150	0.52	-910	0.28	-480	0.72	-740	74	2	4421	0	23	1
5	2	7	0.93	-550	0.07	-170	0.27	-880	0.73	-350	62	2	3428	0	23	1
5	1	54	0.13	-290	0.87	-760	0.55	-1000	0.45	-280	84	1	3203	0	23	2
5	1	134	0.5	300	0.5	400	0.3	0	0.7	500	1	2	2532	0	23	2
5	1	8	0.09	830	0.91	670	0.48	770	0.52	60	62	1	5521	0	23	2
5	1	85	0.99	215	0.01	350	0.8	20	0.2	1000	20	1	2418	0	23	2
5	1	9	0.07	510	0.93	350	0.6	90	0.4	890	40	1	2070	0	23	2
5	1	83	0.81	-420	0.19	160	0.47	270	0.53	-600	106	1	5057	0	23	2
5	1	91	0.24	470	0.76	270	0.88	450	0.12	290	45	2	3260	0	23	2
5	1	56	0.62	10	0.38	830	0.41	370	0.59	240	51	2	2564	0	23	2
5	1	43	0.51	440	0.49	380	0.38	200	0.62	860	65	2	2314	0	23	2
5	1	95	0.87	-780	0.13	450	0.88	-690	0.12	830	117	2	5221	0	23	2
5	1	55	0.3	-890	0.7	-720	0.96	-960	0.04	-370	70	1	2124	0	23	2
5	1	137	0.88	720	0.12	290	0.39	670	0.61	630	46	1	3192	0	23	2
5	1	124	0.96	-610	0.04	-560	0.34	-70	0.66	-630	71	1	4332	0	23	2
5	1	106	0.14	-920	0.86	760	0.94	990	0.06	-960	109	2	1765	0	23	2
